OID_;Join_Count;TARGET_FID;municipal;district;name;pt_m_tt_2013_5874358;pt_m_t_2013_5874358;pt_m_d_2013_5874358;pt_m_tt_2013_5878088;pt_m_t_2013_5878088;pt_m_d_2013_5878088;pt_m_tt_2013_5911249;pt_m_t_2013_5911249;pt_m_d_2013_5911249;pt_m_tt_2013_5934892;pt_m_t_2013_5934892;pt_m_d_2013_5934892;pt_m_tt_2013_5934906;pt_m_t_2013_5934906;pt_m_d_2013_5934906;pt_m_tt_2013_5952975;pt_m_t_2013_5952975;pt_m_d_2013_5952975;pt_m_tt_2013_5958354;pt_m_t_2013_5958354;pt_m_d_2013_5958354;pt_m_tt_2013_5961860;pt_m_t_2013_5961860;pt_m_d_2013_5961860;pt_m_tt_2013_5961890;pt_m_t_2013_5961890;pt_m_d_2013_5961890;pt_m_tt_2013_5961894;pt_m_t_2013_5961894;pt_m_d_2013_5961894;pt_m_tt_2013_5968821;pt_m_t_2013_5968821;pt_m_d_2013_5968821;pt_m_tt_2013_5975374;pt_m_t_2013_5975374;pt_m_d_2013_5975374;pt_m_tt_2013_5978639;pt_m_t_2013_5978639;pt_m_d_2013_5978639;pt_m_tt_2013_5980222;pt_m_t_2013_5980222;pt_m_d_2013_5980222;pt_m_tt_2013_5980260;pt_m_t_2013_5980260;pt_m_d_2013_5980260;pt_m_tt_2015_5874358;pt_m_t_2015_5874358;pt_m_d_2015_5874358;pt_m_tt_2015_5878088;pt_m_t_2015_5878088;pt_m_d_2015_5878088;pt_m_tt_2015_5911249;pt_m_t_2015_5911249;pt_m_d_2015_5911249;pt_m_tt_2015_5934892;pt_m_t_2015_5934892;pt_m_d_2015_5934892;pt_m_tt_2015_5934906;pt_m_t_2015_5934906;pt_m_d_2015_5934906;pt_m_tt_2015_5952975;pt_m_t_2015_5952975;pt_m_d_2015_5952975;pt_m_tt_2015_5958354;pt_m_t_2015_5958354;pt_m_d_2015_5958354;pt_m_tt_2015_5961860;pt_m_t_2015_5961860;pt_m_d_2015_5961860;pt_m_tt_2015_5961890;pt_m_t_2015_5961890;pt_m_d_2015_5961890;pt_m_tt_2015_5961894;pt_m_t_2015_5961894;pt_m_d_2015_5961894;pt_m_tt_2015_5968821;pt_m_t_2015_5968821;pt_m_d_2015_5968821;pt_m_tt_2015_5975374;pt_m_t_2015_5975374;pt_m_d_2015_5975374;pt_m_tt_2015_5978639;pt_m_t_2015_5978639;pt_m_d_2015_5978639;pt_m_tt_2015_5980222;pt_m_t_2015_5980222;pt_m_d_2015_5980222;pt_m_tt_2015_5980260;pt_m_t_2015_5980260;pt_m_d_2015_5980260;pt_m_tt_2018_5874358;pt_m_t_2018_5874358;pt_m_d_2018_5874358;pt_m_tt_2018_5878088;pt_m_t_2018_5878088;pt_m_d_2018_5878088;pt_m_tt_2018_5911249;pt_m_t_2018_5911249;pt_m_d_2018_5911249;pt_m_tt_2018_5934892;pt_m_t_2018_5934892;pt_m_d_2018_5934892;pt_m_tt_2018_5934906;pt_m_t_2018_5934906;pt_m_d_2018_5934906;pt_m_tt_2018_5952975;pt_m_t_2018_5952975;pt_m_d_2018_5952975;pt_m_tt_2018_5958354;pt_m_t_2018_5958354;pt_m_d_2018_5958354;pt_m_tt_2018_5961860;pt_m_t_2018_5961860;pt_m_d_2018_5961860;pt_m_tt_2018_5961890;pt_m_t_2018_5961890;pt_m_d_2018_5961890;pt_m_tt_2018_5961894;pt_m_t_2018_5961894;pt_m_d_2018_5961894;pt_m_tt_2018_5968821;pt_m_t_2018_5968821;pt_m_d_2018_5968821;pt_m_tt_2018_5975374;pt_m_t_2018_5975374;pt_m_d_2018_5975374;pt_m_tt_2018_5978639;pt_m_t_2018_5978639;pt_m_d_2018_5978639;pt_m_tt_2018_5980222;pt_m_t_2018_5980222;pt_m_d_2018_5980222;pt_m_tt_2018_5980260;pt_m_t_2018_5980260;pt_m_d_2018_5980260;Shape_Length;Shape_Area
248;257;250;092;098;Sotunki;52;33;10247;38;21;6829;48;30;11798;73;60;24209;72;60;20827;58;40;16574;53;39;14102;77;63;24647;46;26;15152;50;34;15907;49;29;16229;54;35;17269;60;41;17660;78;63;29527;58;39;19308;52;31;10311;36;20;6789;47;35;11803;68;54;24673;70;60;19923;54;39;16198;53;41;14139;82;70;24394;46;37;15561;53;42;15554;50;41;16671;54;46;17711;61;52;18102;82;76;29927;59;53;19717;54;30;10241;37;26;6622;45;35;9708;73;60;22876;75;64;19638;57;46;15477;52;44;14132;73;66;26250;48;41;15561;53;46;15480;52;44;16655;57;51;17706;63;56;18097;82;71;31862;61;54;19681;15702,276018627604572;13567003,172672944143414
249;111;251;092;097;Kuninkaanmäki;44;29;9712;31;19;5213;36;29;11139;61;51;22583;61;50;19888;46;38;16934;45;38;19736;65;54;25010;33;25;15516;40;30;15395;36;29;16592;42;35;17633;48;40;18024;67;55;29687;46;38;19672;55;31;9775;32;14;4813;42;27;10003;66;44;24648;68;52;19634;51;33;17218;53;37;16139;78;65;25010;43;28;15481;49;35;16500;47;32;16591;51;37;17631;57;43;18022;79;63;29659;56;40;19637;49;31;9705;29;15;4813;39;26;9954;63;49;22964;68;56;20236;49;36;17355;51;40;16043;69;54;26170;44;29;15481;49;35;15400;48;33;16575;52;39;17626;58;45;18017;77;63;31713;57;43;19600;10448,704147404079777;5001683,273007908836007
250;53;252;092;096;Itä-Hakkila;41;20;8347;28;17;5153;34;26;7184;60;47;21367;60;49;18908;45;38;16162;44;35;14399;64;51;24255;32;23;14743;39;27;14622;36;27;15554;41;33;16860;47;39;17251;65;52;29158;45;36;18899;43;20;8410;25;12;4654;37;25;9844;60;43;23404;62;50;18519;46;32;15732;51;37;14399;75;63;24238;41;26;14709;47;33;15083;45;30;15819;48;35;17078;54;41;17250;76;61;29089;53;38;18865;40;22;8340;24;13;4654;35;24;7783;63;48;20993;67;53;18915;47;35;15434;51;37;14303;68;52;25398;44;27;14709;49;33;15010;48;31;15803;51;37;16854;57;43;17245;77;60;31010;57;40;18829;7110,186898499137897;2206630,164006219711155
251;41;253;092;083;Metsola;41;27;12531;21;16;7199;25;20;12062;50;41;27039;53;43;23819;36;30;19590;56;48;25666;67;56;27398;46;36;21446;52;44;21325;48;39;22522;42;37;22829;49;44;23293;75;66;34902;53;47;24698;49;40;12412;19;15;7202;23;19;12011;48;37;26656;55;44;23596;32;26;19226;52;44;24511;66;59;27303;42;31;20290;49;34;20283;46;35;21400;40;32;22451;47;39;22832;72;62;34468;49;42;24320;46;36;15287;16;12;6990;22;18;12012;49;42;26841;51;42;23598;33;29;19412;52;42;24511;63;54;30894;41;32;20290;47;38;21309;44;36;21384;41;37;22435;49;41;22826;72;63;36523;51;45;24410;6240,948326606802766;1797966,011654365574941
252;29;254;092;061;Tikkurila;18;11;4781;0;0;0;15;10;5267;34;25;18610;39;27;16636;21;14;12407;43;34;18511;52;46;20604;36;29;14720;39;31;14964;35;28;17002;27;20;15646;34;27;16110;58;49;27719;38;31;17515;28;14;4850;0;0;0;12;10;4105;34;25;17378;38;31;15890;19;14;12431;40;32;18627;52;48;20610;36;29;16467;38;31;16288;35;28;17013;26;20;15656;34;27;16120;59;50;26659;37;31;17525;28;13;4780;0;0;0;11;8;4105;38;30;18935;41;32;15691;19;12;12317;42;34;17282;47;39;23944;36;27;16434;38;29;16443;35;27;16898;26;19;15541;33;25;16006;55;46;29487;35;28;17374;5580,361844579862009;982229,902853084029630
253;41;255;092;063;Viertola;18;11;3441;7;5;694;19;15;5639;43;32;18610;47;34;17007;28;20;12779;48;39;18093;60;52;20976;43;34;14360;46;39;15686;43;36;15436;35;26;16018;42;33;16482;66;56;27931;46;38;17887;25;14;3504;8;4;799;18;15;5394;41;30;15096;48;37;13922;27;20;12794;48;40;18136;61;51;19617;43;33;14324;46;36;15343;43;33;15434;35;25;16006;42;32;16494;67;55;24550;45;36;17899;24;13;3434;9;7;621;20;17;4840;46;39;18048;51;41;14614;28;21;12924;52;43;18445;57;48;20948;45;36;14324;47;38;15343;45;36;15120;36;27;16149;43;34;16613;65;54;30095;45;36;17982;6886,428787117405591;1569651,716552175115794
254;85;256;092;068;Koivuhaka;15;7;1628;13;7;1856;25;18;4957;45;31;12657;45;31;12341;29;20;10307;41;33;15993;56;47;18363;30;22;11922;38;29;12940;33;24;12998;38;30;14038;44;36;14429;66;54;24876;44;36;16077;17;7;1691;12;8;2040;28;21;4957;44;17;12656;49;32;11844;36;22;10306;51;32;15697;60;38;17178;42;21;11885;50;31;12904;46;25;12995;43;31;14035;50;37;14426;69;42;22110;53;35;16041;17;6;1621;12;7;1807;26;20;4806;50;33;15171;48;33;12175;35;19;10306;48;35;14820;60;42;17296;38;24;11885;45;31;12904;42;27;12780;43;33;14196;50;39;14817;71;55;28118;52;37;16005;9851,554911173465371;3734860,066892853472382
255;44;257;092;050;Tammisto;16;7;2157;27;19;4590;21;13;2793;42;18;11444;40;32;10570;28;22;8536;41;33;14356;54;39;15966;29;22;10256;38;29;11275;33;25;11365;38;31;12313;44;37;12929;66;48;20864;44;36;14307;25;8;2166;28;18;5412;19;14;2754;42;17;11445;42;31;9928;31;24;8537;44;34;13494;54;38;15852;33;23;10116;41;32;11135;37;27;11226;41;33;12485;48;39;12657;65;42;20899;46;37;14272;26;7;2149;29;19;5767;16;12;2559;43;34;11981;43;31;10405;31;21;8537;42;35;12934;57;43;15527;32;24;10116;40;31;11135;36;27;11210;41;34;12261;48;40;12652;67;57;26417;47;37;14304;6122,786194513365444;1715479,080508029786870
256;69;258;092;081;Korso;41;27;9944;21;16;7199;25;20;11892;50;41;24800;53;43;21785;36;30;19421;56;48;25077;67;56;27229;46;36;21366;52;46;21591;48;39;22442;42;37;22660;49;44;23124;75;66;34733;53;47;24698;49;39;10400;19;15;7032;23;19;11841;48;37;24264;55;44;20656;32;26;19226;52;44;24795;66;59;26579;42;35;20984;49;38;22002;46;39;22094;40;32;22281;47;39;22746;72;62;33509;49;42;24151;46;36;12783;16;12;5973;22;18;10994;49;42;24163;51;42;21167;33;29;18394;54;46;25098;63;54;30725;45;36;20878;50;42;21896;48;40;21971;41;37;21474;49;41;21938;72;64;36448;51;46;24155;8163,425456829894756;3043590,112584139220417
257;42;259;092;073;Rekola;41;23;9480;19;13;4273;23;17;9136;49;39;24113;51;41;20893;34;28;16664;56;47;22768;65;54;24473;49;35;18991;51;40;18650;48;39;20068;40;34;19904;47;41;20368;72;64;31976;51;45;21773;45;31;10431;17;12;4276;21;16;9085;45;34;23730;51;42;20670;30;23;16300;51;42;22496;64;56;24354;46;35;18957;49;40;19976;46;37;20067;38;29;19525;46;36;19989;71;60;31601;48;40;21394;45;33;10543;13;9;4065;19;15;9086;47;39;23915;48;40;20672;30;26;16486;54;47;23177;59;55;28148;47;36;18957;50;41;18876;48;40;20051;38;35;19697;46;38;20030;68;62;33691;48;44;21578;5693,066115085662204;1573242,374653883045539
258;176;260;092;040;Ylästö;18;10;1692;28;18;6578;39;28;5737;47;30;11145;45;36;8764;41;32;9782;56;45;15232;56;45;16195;44;33;10595;53;44;11614;48;36;11711;46;34;12607;54;43;13201;73;60;22632;55;45;14566;19;9;1340;31;25;6860;39;31;5884;45;35;9898;45;37;8137;39;32;10242;52;44;16042;56;50;15484;41;33;11821;49;40;11603;45;36;11684;43;36;12605;51;45;13199;69;60;19555;54;46;14004;19;7;1340;31;24;6608;36;29;5738;44;35;10101;44;34;9295;36;30;9763;51;44;16042;55;48;13902;38;32;10993;46;39;12361;42;35;12087;43;36;12578;52;45;13172;72;63;26623;53;44;14510;14849,039912471505886;8723029,293397855013609
259;74;261;092;051;Pakkala;0;0;0;22;16;4713;31;18;4579;45;18;12248;45;31;11324;29;20;9290;41;33;14638;56;38;16826;30;22;10905;38;29;11923;33;24;11981;38;30;13021;44;36;13412;66;48;21668;44;36;15060;0;0;0;21;18;5074;32;19;4580;44;17;12305;47;32;11195;35;22;9290;48;32;14977;60;38;16465;37;21;10869;45;31;11888;41;25;11979;47;31;13019;53;37;13410;69;42;21758;52;35;15025;0;0;0;23;17;4842;29;18;4580;44;33;12747;46;33;11158;33;19;9290;48;35;14971;60;42;16280;35;24;10869;43;31;11888;39;27;11963;45;33;13014;51;41;13405;71;55;27170;50;37;15057;9266,256420648847779;-3438009,001894728280604
260;57;262;092;067;Ruskeasanta;31;18;4260;22;13;2554;34;23;7536;54;44;15983;51;37;15341;40;26;13307;54;39;18633;71;55;22860;42;27;14922;52;36;15940;45;30;15998;48;35;17038;55;41;17429;77;63;29416;56;42;19078;34;14;4960;18;12;2144;32;26;7386;50;41;16892;56;39;14810;40;28;13309;59;37;18700;71;51;21067;47;26;14888;57;36;15907;51;31;15998;47;37;17038;54;42;17429;78;63;26346;57;41;19044;32;15;4365;21;16;2499;33;26;7692;56;39;18174;56;41;15178;42;29;13309;57;41;19109;67;49;20633;45;29;14888;53;36;15907;48;32;15783;51;40;17025;58;47;17459;78;60;31121;59;42;19008;8535,795489232832551;2378900,865084388758987
261;55;263;092;065;Simonkylä;30;20;5706;14;10;1742;26;19;6723;49;39;17975;53;41;16313;36;28;13762;56;43;19469;65;57;22047;47;33;15736;52;39;16237;49;36;16812;42;35;17001;49;41;17466;73;63;29074;53;45;18871;32;16;5581;12;7;1331;25;21;6653;47;35;16472;51;42;15456;35;25;13737;56;44;19670;67;55;20993;49;33;15700;54;42;16877;50;35;16810;43;31;16962;50;38;17426;73;59;25926;53;42;18831;31;17;5843;15;10;1687;26;22;6960;53;43;19144;58;45;16148;37;32;14084;60;45;20079;66;58;25630;52;33;15859;55;40;16877;53;36;16753;45;38;17228;52;44;17692;72;65;31174;53;46;19061;8344,364589638265898;-2169798,269500635564327
262;38;264;092;060;Hiekkaharju;28;18;6244;12;8;1414;17;13;6502;43;33;20971;45;36;17750;28;23;13522;49;42;19064;60;49;21825;42;37;15463;45;40;16043;42;37;17318;34;29;16761;41;36;17225;67;57;28834;45;39;18630;34;22;6333;10;6;836;14;12;6478;40;32;16977;43;33;17701;24;22;13242;45;42;19438;57;51;21499;41;37;16014;43;41;16288;40;37;17586;33;30;16442;41;36;16906;65;59;26431;43;39;18336;32;24;6308;8;5;836;15;12;6479;42;36;21508;45;36;18065;25;23;13153;49;46;18968;54;48;24780;43;39;16434;45;42;16443;42;39;17362;33;28;16377;40;35;16842;62;58;30323;42;37;18210;5640,305385124491295;1495815,725715565960854
263;79;265;092;088;Vallinoja;48;40;12786;31;25;7998;35;30;12861;59;51;23934;65;54;23726;46;40;20389;67;56;26493;76;66;28198;60;43;23164;63;53;22375;59;46;24273;52;47;23629;59;53;24093;85;76;33354;63;58;25498;58;46;12848;31;25;8001;35;30;12810;56;47;23935;65;55;23490;44;36;20026;64;55;26222;75;67;30585;56;44;23164;62;53;24812;58;48;24274;51;43;23250;58;49;23715;83;73;35326;61;54;25120;57;37;12500;28;19;7790;34;26;12811;60;53;26604;64;50;23608;45;36;20212;68;59;26526;74;64;28729;59;48;23318;63;55;23708;62;52;24412;53;45;23423;61;52;23756;82;76;37417;62;56;25304;10314,915078370295305;3168981,813085574656725
264;73;266;092;094;Hakunila;35;14;7978;22;19;4287;31;22;6815;54;44;19797;57;43;16687;42;33;14592;37;31;13511;60;47;22665;28;19;13171;35;23;12917;32;23;13985;37;29;15287;44;35;15678;61;48;27547;41;32;17326;40;15;8040;19;15;4308;33;25;8529;54;43;23380;59;50;16948;41;32;13622;40;31;12311;70;59;22219;35;22;13003;40;30;12995;39;26;14113;44;31;15152;50;38;15544;70;57;27180;47;35;17159;39;17;7970;20;14;4351;29;21;7127;58;46;19777;62;49;17079;43;33;12730;43;33;12215;64;47;23760;40;23;13003;43;29;12922;44;27;14096;48;33;15147;54;39;15538;72;56;29303;52;36;17190;9167,237604918405850;3114191,211192285642028
265;66;267;092;092;Ojanko;41;17;9471;28;23;6999;36;25;10296;58;48;26204;60;50;23038;44;36;14586;40;34;10991;65;58;22667;33;21;13167;39;29;13046;36;24;14244;42;30;15284;48;36;15675;68;58;27338;46;34;17323;41;18;9528;24;19;5842;37;32;9422;61;47;23137;61;54;17432;46;36;12860;44;31;10991;74;64;22576;38;28;13132;44;34;13125;43;32;14242;47;38;15282;53;44;15673;74;66;27310;51;44;17288;40;21;9458;24;19;5839;36;28;8831;62;54;21504;67;54;17209;47;38;12860;43;36;10896;67;57;23890;44;31;13132;45;36;13051;48;35;14226;51;41;15277;58;47;15668;75;63;29433;55;45;17320;7654,525362250620674;2848908,130590268410742
266;42;268;092;070;Koivukylä;39;20;6795;18;14;2749;23;18;7612;49;39;21004;51;41;17819;34;28;15140;55;48;21133;65;54;22949;48;39;17283;50;45;17401;48;42;18477;40;35;18379;47;42;18844;72;64;30452;51;46;20249;39;22;7802;17;10;2752;21;16;7561;45;35;22206;51;38;18027;30;24;14777;51;42;20973;64;55;22956;46;39;17478;49;41;18496;46;38;18373;38;30;18001;46;37;18466;71;60;30077;48;41;19871;37;24;7728;15;10;2541;21;17;7562;48;39;22591;52;41;17767;32;28;14963;56;51;21698;61;55;26625;49;40;17478;52;46;18496;49;42;18372;40;33;18174;48;40;18507;70;60;32168;50;42;20055;6957,513648200416355;1628138,564897915581241
267;68;269;092;074;Havukoski;41;21;8303;19;14;2382;23;18;7245;49;40;22222;51;41;19002;34;28;14773;55;48;19786;65;54;22582;48;33;16525;50;38;16404;48;37;17601;40;35;18012;47;42;18477;72;64;30085;51;46;19882;44;28;8798;17;13;2384;21;17;7193;45;35;21838;51;42;18978;30;24;14409;51;42;20604;64;57;22587;46;34;16490;49;41;17509;46;38;17600;38;30;17633;46;37;18098;71;60;29767;48;41;19503;44;30;8724;15;11;2173;21;17;7194;48;41;22024;52;41;18780;32;28;14594;56;44;20710;61;57;26256;49;33;16490;52;38;16409;49;36;17584;40;36;17806;48;40;18196;70;63;31678;50;45;19687;8209,010210266060312;2921771,184992293361574
268;73;270;092;075;Päiväkumpu;47;27;10679;30;20;5608;37;25;10633;59;46;24346;63;48;20529;47;35;17716;52;41;20702;71;57;25970;40;28;16483;46;33;16362;44;33;17559;49;37;18599;55;45;18990;73;58;31276;53;41;20638;58;42;10873;29;21;4920;36;28;10851;58;47;25681;65;55;19874;45;36;18251;60;42;20668;80;67;25977;50;30;16448;57;37;17467;54;34;17558;51;39;18598;58;46;18989;85;65;30626;62;42;20604;57;37;10672;31;21;4505;37;30;10852;62;53;24326;68;56;21998;48;40;18252;56;41;20668;70;55;27137;45;30;16448;51;35;16367;48;34;17542;54;40;18593;60;46;18984;78;61;32680;58;43;20567;8051,888516143928427;3374835,482133866753429
269;46;271;092;087;Vierumäki;53;38;11370;34;24;8701;38;28;13564;63;50;23729;65;53;22851;49;39;20817;69;55;26143;80;65;28251;59;42;22432;64;52;23450;60;45;23509;55;45;24331;62;52;24795;87;75;33148;66;57;26588;58;43;11813;31;22;8778;35;26;13587;59;46;23729;65;51;22069;44;36;20817;63;55;26208;76;64;27992;52;44;22396;58;52;23415;55;48;23506;51;40;24027;58;47;24491;84;69;36103;61;50;25896;54;37;12279;28;20;8566;34;26;13588;59;50;25694;65;50;23387;45;37;20988;66;58;26629;76;62;28508;57;45;22409;62;53;23427;59;49;23502;54;46;24199;61;53;24736;83;77;38440;64;54;26080;6209,065786233770268;1613002,036661919672042
270;68;272;092;093;Vaarala;41;17;8649;28;23;4287;29;22;5869;54;44;19797;55;43;16274;41;34;13135;31;27;10159;60;47;22036;28;19;11668;33;23;11273;32;23;12793;37;29;13833;44;35;14224;61;48;25842;41;32;15728;41;18;8712;24;19;4308;34;24;7827;56;46;18605;59;52;14984;41;31;11086;36;26;10049;63;58;20104;31;22;11681;38;29;11351;36;26;12791;41;31;13831;47;38;14222;68;57;25568;45;35;15546;40;21;8642;24;19;5023;28;21;5870;57;46;19080;57;46;15758;41;34;11265;33;27;10061;57;47;22079;34;23;11390;36;29;11600;37;27;12484;42;33;13683;49;39;14074;66;56;27982;46;36;15509;8471,287030400393633;3067983,862182435113937
271;33;273;092;011;Hämevaara;49;37;13378;58;48;18038;49;35;12770;26;16;3605;23;16;5154;37;29;9578;53;45;15543;41;26;8187;48;41;11582;54;47;15071;50;42;12584;40;33;11684;48;42;12278;61;50;15094;51;43;13643;51;44;13554;51;44;18429;43;37;12456;31;15;3606;25;18;5154;35;28;9370;54;48;15500;44;26;8187;51;45;14096;51;47;15068;50;43;13127;41;34;11680;49;42;12274;62;50;15524;53;46;13639;54;46;15451;54;44;21518;47;38;12490;33;17;3606;25;17;4774;38;31;9370;61;52;18253;47;31;8767;54;46;14079;57;48;15051;53;43;12304;43;35;11654;51;43;12248;63;48;16672;52;42;13061;5492,107021241729854;1043504,700999368564226
272;53;274;092;090;Länsisalmi;61;35;12023;46;35;9439;43;32;9980;65;54;23246;66;55;19919;44;32;14727;29;19;9088;67;57;25013;37;27;13174;39;27;12304;43;32;14367;44;34;15581;51;42;17224;67;57;27990;48;37;17369;62;34;14360;44;36;8594;45;31;9526;73;59;23118;63;51;21413;56;45;14903;35;23;9109;68;53;24399;40;28;13170;38;26;12215;42;30;14278;44;33;15492;52;40;16006;70;57;27504;48;36;17279;55;32;12618;44;32;7989;45;33;9540;67;49;22490;63;50;20147;57;43;14860;39;25;9102;64;50;23805;44;30;13163;42;28;12208;47;33;14272;49;36;15485;57;43;15999;70;56;29349;51;38;17236;6953,296620524116406;2034812,018828806467354
273;86;275;092;071;Ilola;38;21;4910;28;17;4713;37;28;9682;61;46;17792;58;38;16735;43;27;14701;61;40;20027;73;57;24272;49;28;16316;57;38;17334;51;31;17392;51;37;18432;57;43;18823;80;65;30912;59;43;20471;39;27;5697;19;14;4117;23;18;8978;49;42;19560;51;39;15877;34;29;14700;55;39;20091;67;52;21875;51;28;16280;52;37;17298;49;32;17390;43;38;18430;50;42;18821;75;64;29445;53;42;20436;38;23;6212;17;12;3906;24;19;8979;51;40;19565;57;43;16840;35;30;14700;59;43;20500;64;51;22442;50;31;16280;54;38;17298;52;35;17373;43;35;18416;51;42;18850;71;62;32512;52;44;20399;10246,333991972716831;3879130,113424330018461
274;52;276;092;062;Jokiniemi;25;13;5715;0;0;0;15;10;5267;34;25;19856;39;27;16636;21;14;12407;43;34;17632;52;46;20604;36;29;14539;39;31;14591;35;28;15788;27;20;15646;34;27;16110;58;49;27719;38;31;17515;32;15;6369;0;0;0;12;10;5215;34;25;19860;38;31;16656;19;14;12431;40;32;17631;52;48;20610;36;27;14676;38;31;16408;35;28;16500;26;20;15656;34;27;16120;59;50;27731;37;31;17525;32;14;6299;0;0;0;11;8;5142;38;30;19746;41;32;16728;19;12;12317;42;34;16336;47;39;23944;36;27;14676;38;29;15156;35;27;15770;26;19;15541;33;25;16006;55;46;29487;35;28;17374;7404,289337394811810;2131737,798503963276744
275;247;277;092;032;Riipilä;53;31;14491;61;51;18824;72;57;23793;74;55;23238;75;49;18878;68;47;22291;87;65;28365;81;59;26375;76;60;24370;82;63;25128;78;59;26210;74;52;24620;82;59;25070;98;74;33615;81;57;25774;60;37;14052;71;48;19938;64;49;24282;54;37;21128;56;42;17518;59;45;20922;73;58;27089;69;56;25540;69;53;24272;72;57;25208;70;56;25037;60;47;24063;66;54;24636;79;62;30582;69;56;25778;67;40;13920;74;48;19980;82;55;24389;82;63;22017;84;63;17593;75;54;20997;100;80;31093;94;75;25830;92;66;26919;96;76;27891;92;72;25184;83;62;24138;91;70;24711;108;88;37966;89;70;25901;15784,793587471936917;13072772,177639944478869
276;104;278;092;066;Hakkila;30;9;6079;17;11;1119;25;22;6085;48;36;20673;51;38;17453;34;25;13225;43;37;16087;65;55;21422;37;25;13364;43;30;13243;41;29;14441;40;31;15481;47;38;15872;70;57;27535;50;38;17520;37;11;6142;15;8;1051;26;21;6166;49;38;20759;54;45;17516;34;27;13330;47;36;16140;68;56;21961;41;24;13329;47;31;14414;45;28;14439;42;33;15756;49;40;16147;74;60;27507;52;37;17485;36;10;6072;14;9;1051;25;17;6073;50;43;19552;54;45;17474;34;27;13328;44;36;14803;60;50;24087;35;24;13329;40;26;13248;39;28;14423;42;33;15474;49;40;15865;66;56;29630;48;38;17517;10674,955797180251466;4683019,233859365805984
277;54;279;092;085;Jokivarsi;54;41;14417;37;28;9267;41;32;14129;67;56;28838;69;59;24798;51;41;21658;57;43;24763;74;57;29486;44;29;20543;50;35;20422;47;32;21619;52;38;23398;58;43;23050;76;59;34957;57;43;24698;63;56;15356;35;28;9290;39;32;14099;62;52;28928;66;57;24486;47;40;19913;53;42;24406;72;62;28752;40;29;20186;48;32;20178;44;32;21296;49;38;22365;55;43;22727;76;65;34364;53;42;24342;64;48;15764;35;23;9078;39;29;14100;65;54;28880;64;53;25685;48;40;21438;52;40;24406;66;54;30875;41;30;20186;47;36;21205;44;34;21280;51;40;22331;56;46;22722;74;61;36418;54;43;24306;7644,746952663045704;2061349,017982524819672
278;74;280;092;072;Asola;41;21;7914;18;13;4159;23;17;9022;49;39;23999;51;41;20654;34;28;16550;55;48;22751;65;54;24358;48;39;19726;50;45;18535;48;42;20802;40;34;19789;47;41;20253;72;64;31862;51;45;21658;41;27;8865;17;12;4161;21;16;8970;45;34;23615;51;41;20556;30;23;16186;51;42;22382;64;56;24407;46;38;19691;49;40;19677;46;37;20767;38;29;19410;46;36;19875;71;60;31486;48;40;21280;40;28;8790;13;9;3950;19;15;8972;47;39;23801;48;40;20557;30;26;16372;54;50;22870;59;55;27914;47;40;19691;50;45;19610;48;43;20661;38;35;19512;46;38;19916;68;62;33458;48;44;21345;7604,965445254205406;3353542,202005898114294
279;113;281;092;024;Lapinkylä;44;22;6573;47;26;10960;59;36;15929;67;46;18157;69;49;13409;63;39;16822;80;58;22935;81;59;20906;66;44;18901;75;54;21142;69;47;21200;68;46;19952;76;54;20525;99;78;28146;80;57;21885;44;21;8817;53;34;12498;58;46;17688;55;42;18932;58;47;13071;48;37;16475;69;56;22642;73;62;22911;65;45;22006;66;54;22977;64;48;21036;56;45;19616;64;53;20189;88;78;31950;67;56;21549;45;21;8684;52;34;12114;60;47;17267;59;43;18005;62;49;13313;52;39;16717;78;62;26347;80;67;21851;71;48;22127;73;58;23146;70;54;21278;60;47;19858;68;55;20430;89;75;33867;69;55;21754;10138,353774743363829;5321148,556876438669860
280;153;282;092;041;Viinikkala;18;10;1715;28;17;6431;39;27;11399;48;30;14011;48;41;11631;40;32;13287;58;45;18733;60;50;19078;46;33;15022;55;44;16040;49;36;16098;47;40;15491;54;47;16084;74;60;24807;55;48;17449;19;9;1336;29;24;7402;42;31;7885;46;37;12419;48;42;11818;43;36;12591;62;44;18391;60;54;16787;51;33;14170;60;41;15189;55;36;15280;48;41;15471;55;48;16064;71;61;21873;57;50;16870;19;9;1336;29;24;7170;41;32;7885;46;37;12814;48;38;11631;46;33;12591;62;53;21103;59;51;16428;50;35;14170;57;49;15189;52;43;15264;46;39;15292;54;47;15885;74;65;29337;56;47;17224;20401,529193928050518;6343356,243430591188371
281;275;283;092;053;Lentokenttä;14;7;1332;28;16;3857;39;26;7908;48;23;15095;53;39;14681;37;28;13046;52;41;18393;63;43;19617;40;29;14660;49;38;15679;43;32;15737;45;38;16895;51;43;17286;71;52;24515;52;44;18816;15;5;1328;19;14;4922;23;19;8507;43;23;15588;46;40;13824;34;29;12640;55;41;18038;60;43;20110;47;29;14219;52;38;15238;50;33;15329;42;38;16369;50;42;16760;72;47;25042;53;43;18375;14;4;1233;17;13;4235;24;21;8510;51;41;17512;51;42;14516;35;29;12647;59;43;18447;64;50;19637;46;32;14226;54;38;15245;50;33;15121;43;37;16537;51;43;17034;71;62;30459;52;44;18346;19401,218446585786296;14271447,707599872723222
